id,type,properties,mentions,article_id,text
technology:lithium_ion_batteries,Technology,"{'name': 'Lithium-ion batteries', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['lithium-ion batteries'],article_id,Technology Lithium-ion batteries lithium-ion batteries
organization:environment_massachusetts,Organization,"{'name': 'Environment Massachusetts', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Environment Massachusetts'],article_id,Organization Environment Massachusetts Environment Massachusetts
company:national_grid,Company,"{'name': 'National Grid', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['National Grid'],article_id,Company National Grid National Grid
company:eversource,Company,"{'name': 'Eversource', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Eversource'],article_id,Company Eversource Eversource
project:solar_carnival_and_awards_ceremony,Project,"{'name': 'Solar Carnival and Awards Ceremony', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': 'Maplewood', 'time_period': 'Saturday afternoon, May 2010', 'location_type': None, 'role_in_solar_energy_space': None}",['Solar Carnival and Awards Ceremony'],article_id,"Project Solar Carnival and Awards Ceremony Solar Carnival and Awards Ceremony Maplewood Saturday afternoon, May 2010"
policy:nj_clean_energy_bp_solar_programs,Policy,"{'name': 'NJ Clean Energy & BP Solar Programs', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'government_program', 'jurisdiction': 'New Jersey', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['NJ Clean Energy & BP Solar Programs'],article_id,Policy NJ Clean Energy & BP Solar Programs NJ Clean Energy & BP Solar Programs government_program New Jersey
person:jim_florio,Person,"{'name': 'Jim Florio', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': 'speaker'}","['Jim Florio', 'former New Jersey Gov. Jim Florio']",article_id,Person Jim Florio Jim Florio former New Jersey Gov. Jim Florio speaker
location:maplewood,Location,"{'name': 'Maplewood', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'city', 'role_in_solar_energy_space': None}",['Maplewood'],article_id,Location Maplewood Maplewood city
policy:los_angeles_solar_rebate_program,Policy,"{'name': 'Los Angeles Solar Rebate Program', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'subsidy', 'jurisdiction': 'Los Angeles', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['solar rebate program', 'rebates']",article_id,Policy Los Angeles Solar Rebate Program solar rebate program rebates subsidy Los Angeles
company:wanxiang_group,Company,"{'name': 'Wanxiang Group', 'ticker': None, 'headquarters': None, 'country': 'China', 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Wanxiang Group', 'Wanxiang']",article_id,Company Wanxiang Group Wanxiang Group Wanxiang China
policy:advanced_technology_vehicles_manufacturing_loan_program,Policy,"{'name': 'Advanced Technology Vehicles Manufacturing Loan Program', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'government_program', 'jurisdiction': 'United States of America (USA)', 'enactment_year': 2009, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Advanced Technology Vehicles Manufacturing Loan Program'],article_id,Policy Advanced Technology Vehicles Manufacturing Loan Program Advanced Technology Vehicles Manufacturing Loan Program government_program United States of America (USA) 2009
company:berkshire_hathaway_energy,Company,"{'name': 'Berkshire Hathaway Energy', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Berkshire Hathaway Energy'],article_id,Company Berkshire Hathaway Energy Berkshire Hathaway Energy
policy:nevada_solar_fees,Policy,"{'name': 'Nevada Solar Fees', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'regulation', 'jurisdiction': 'Nevada', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['new fees for solar panels', 'added fees for solar customers', 'new solar fees']",article_id,Policy Nevada Solar Fees new fees for solar panels added fees for solar customers new solar fees regulation Nevada
company:kleiner_perkins_caufield_byers,Company,"{'name': 'Kleiner Perkins Caufield & Byers', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Kleiner Perkins Caufield & Byers', 'Kleiner']",article_id,Company Kleiner Perkins Caufield & Byers Kleiner Perkins Caufield & Byers Kleiner
company:miasole,Company,"{'name': 'Miasole', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Miasole'],article_id,Company Miasole Miasole
company:amonix,Company,"{'name': 'Amonix', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Amonix'],article_id,Company Amonix Amonix
company:edison_international,Company,"{'name': 'Edison International', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Edison International'],article_id,Company Edison International Edison International
project:ivanpah_solar_electric_generating_system,Project,"{'name': 'Ivanpah Solar Electric Generating System', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': '400 megawatts', 'location': 'Mojave Desert', 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Ivanpah Solar Electric Generating System', 'Ivanpah plant']",article_id,Project Ivanpah Solar Electric Generating System Ivanpah Solar Electric Generating System Ivanpah plant 400 megawatts Mojave Desert
company:nrg_energy_inc,Company,"{'name': 'NRG Energy Inc.', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['NRG Energy Inc.'],article_id,Company NRG Energy Inc. NRG Energy Inc.
company:google_inc,Company,"{'name': 'Google Inc.', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Google Inc.', 'Google']",article_id,Company Google Inc. Google Inc. Google
organization:western_watersheds_project,Organization,"{'name': 'Western Watersheds Project', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'nonprofit', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Western Watersheds Project', 'Western Watersheds']",article_id,Organization Western Watersheds Project Western Watersheds Project Western Watersheds nonprofit
governmentagency:us_fish_and_wildlife_service,GovernmentAgency,"{'name': 'U.S. Fish and Wildlife Service', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': 'federal', 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['U.S. Fish and Wildlife Service'],article_id,GovernmentAgency U.S. Fish and Wildlife Service U.S. Fish and Wildlife Service federal
technology:energy_storage,Technology,"{'name': 'Energy Storage', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['storage technologies', 'electricity storage']",article_id,Technology Energy Storage storage technologies electricity storage
company:microsoft,Company,"{'name': 'Microsoft', 'ticker': 'MSFT', 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Microsoft', 'MSFT']",article_id,Company Microsoft Microsoft MSFT MSFT
country:china,Location,"{'name': 'China', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'country', 'role_in_solar_energy_space': None}",['China'],article_id,Location China China country
country:japan,Location,"{'name': 'Japan', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'country', 'role_in_solar_energy_space': None}",['Japan'],article_id,Location Japan Japan country
governmentagency:korean_government,GovernmentAgency,"{'name': 'Korean government', 'ticker': None, 'headquarters': None, 'country': 'South Korea', 'government_level': 'federal', 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Korean government'],article_id,GovernmentAgency Korean government Korean government South Korea federal
technology:non_silicon_based_solar_cells,Technology,"{'name': 'non-silicon based solar cells', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['non-silicon based solar cells'],article_id,Technology non-silicon based solar cells non-silicon based solar cells
governmentagency:european_union,GovernmentAgency,"{'name': 'European Union', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': 'federal', 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['European Union', 'European Commission']",article_id,GovernmentAgency European Union European Union European Commission federal
organization:eu_prosun,Organization,"{'name': 'EU ProSun', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'industry group', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['EU ProSun'],article_id,Organization EU ProSun EU ProSun industry group
person:karel_de_gucht,Person,"{'name': 'Karel De Gucht', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': 'European trade commissioner'}",['Karel De Gucht'],article_id,Person Karel De Gucht Karel De Gucht European trade commissioner
policy:loan_guarantee_program,Policy,"{'name': 'Loan Guarantee Program', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'government_program', 'jurisdiction': 'United States', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Loan Guarantee Program'],article_id,Policy Loan Guarantee Program Loan Guarantee Program government_program United States
technology:thermal_solar,Technology,"{'name': 'Thermal Solar', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['thermal solar', 'concentrated solar']",article_id,Technology Thermal Solar thermal solar concentrated solar
project:supercharger_stations,Project,"{'name': 'Supercharger stations', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Supercharger charging stations', 'Supercharger stations']",article_id,Project Supercharger stations Supercharger charging stations Supercharger stations
governmentagency:white_house_council_on_environmental_quality,GovernmentAgency,"{'name': 'White House Council on Environmental Quality', 'ticker': None, 'headquarters': None, 'country': 'United States', 'government_level': 'federal', 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['White House Council on Environmental Quality'],article_id,GovernmentAgency White House Council on Environmental Quality White House Council on Environmental Quality United States federal
person:nancy_sutley,Person,"{'name': 'Nancy Sutley', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': 'Chairman of the White House Council on Environmental Quality'}",['Nancy Sutley'],article_id,Person Nancy Sutley Nancy Sutley Chairman of the White House Council on Environmental Quality
project:white_house_solar_panel_installation,Project,"{'name': 'White House Solar Panel Installation', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': '1600 Pennsylvania Avenue', 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['plans to place photovoltaic solar collectors and a solar hot water heater atop 1600 Pennsylvania Avenue'],article_id,Project White House Solar Panel Installation plans to place photovoltaic solar collectors and a solar hot water heater atop 1600 Pennsylvania Avenue 1600 Pennsylvania Avenue
location:1600_pennsylvania_avenue,Location,"{'name': '1600 Pennsylvania Avenue', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'city', 'role_in_solar_energy_space': None}",['1600 Pennsylvania Avenue'],article_id,Location 1600 Pennsylvania Avenue 1600 Pennsylvania Avenue city
technology:photovoltaic_solar_collectors,Technology,"{'name': 'Photovoltaic Solar Collectors', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['photovoltaic solar collectors'],article_id,Technology Photovoltaic Solar Collectors photovoltaic solar collectors
technology:solar_hot_water_heater,Technology,"{'name': 'Solar Hot Water Heater', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['solar hot water heater'],article_id,Technology Solar Hot Water Heater solar hot water heater
company:general_electric,Company,"{'name': 'General Electric', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['General Electric', 'GE']",article_id,Company General Electric General Electric GE
governmentagency:president_obama,GovernmentAgency,"{'name': 'President Obama', 'ticker': None, 'headquarters': None, 'country': 'United States', 'government_level': 'federal', 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['President Obama'],article_id,GovernmentAgency President Obama President Obama United States federal
project:worlds_largest_solar_power_tower_plant,Project,"{'name': ""world's largest solar power tower plant"", 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","[""world's largest solar power tower plant""]",article_id,Project world's largest solar power tower plant world's largest solar power tower plant
project:rooftop_solar_projects,Project,"{'name': 'rooftop solar projects', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['rooftop solar projects'],article_id,Project rooftop solar projects rooftop solar projects
organization:austrian_and_japanese_researchers,Organization,"{'name': 'Austrian and Japanese researchers', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'researchers', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Austrian and Japanese researchers'],article_id,Organization Austrian and Japanese researchers Austrian and Japanese researchers researchers
company:injex_industries,Company,"{'name': 'Injex Industries Inc.', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Injex Industries Inc.', 'Injex', ""Injex's""]",article_id,Company Injex Industries Inc. Injex Industries Inc. Injex Injex's
person:peter_rive,Person,"{'name': 'Peter Rive', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': 'SolarCity board member'}",['Peter Rive'],article_id,Person Peter Rive Peter Rive SolarCity board member
project:pecan_street,Project,"{'name': 'Pecan Street', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': 'Austin, Texas', 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Pecan Street', 'Pecan Street ""smart grid experiment""']",article_id,"Project Pecan Street Pecan Street Pecan Street ""smart grid experiment"" Austin, Texas"
location:austin_texas,Location,"{'name': 'Austin, Texas', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'city', 'role_in_solar_energy_space': None}","['Austin, Texas']",article_id,"Location Austin, Texas Austin, Texas city"
organization:university_of_texas_at_austin,Organization,"{'name': 'University of Texas at Austin', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'university', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['University of Texas at Austin'],article_id,Organization University of Texas at Austin University of Texas at Austin university
technology:smart_grid_technology,Technology,"{'name': 'smart grid technology', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['smart grid technology'],article_id,Technology smart grid technology smart grid technology
governmentagency:indian_government,GovernmentAgency,"{'name': 'Indian Government', 'ticker': None, 'headquarters': None, 'country': 'India', 'government_level': 'federal', 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Indian government', 'India']",article_id,GovernmentAgency Indian Government Indian government India India federal
policy:intended_nationally_determined_contributions,Policy,"{'name': 'Intended Nationally Determined Contributions', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'government_program', 'jurisdiction': 'India', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Intended Nationally Determined Contributions', 'INDCs']",article_id,Policy Intended Nationally Determined Contributions Intended Nationally Determined Contributions INDCs government_program India
technology:tesla_energy_batteries,Technology,"{'name': 'Tesla Energy batteries', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Tesla Energy line of batteries', 'batteries']",article_id,Technology Tesla Energy batteries Tesla Energy line of batteries batteries
company:solar_solution,Company,"{'name': 'Solar Solution', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['Solar Solution'],article_id,Company Solar Solution Solar Solution
location:district_of_columbia,Location,"{'name': 'District of Columbia', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': 'city', 'role_in_solar_energy_space': None}","['the District', 'D.C.']",article_id,Location District of Columbia the District D.C. city
policy:solar_renewable_energy_certificates,Policy,"{'name': 'Solar Renewable Energy Certificates', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'renewable_standard', 'jurisdiction': 'state', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Solar Renewable Energy Certificates', 'SRECs']",article_id,Policy Solar Renewable Energy Certificates Solar Renewable Energy Certificates SRECs renewable_standard state
organization:dc_sustainable_energy_utility,Organization,"{'name': 'D.C. Sustainable Energy Utility', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'nonprofit', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['D.C. Sustainable Energy Utility', 'DCSEU']",article_id,Organization D.C. Sustainable Energy Utility D.C. Sustainable Energy Utility DCSEU nonprofit
governmentagency:dc_department_of_energy_and_environment,GovernmentAgency,"{'name': 'D.C. Department of Energy and Environment', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': 'local', 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['D.C. Department of Energy and Environment'],article_id,GovernmentAgency D.C. Department of Energy and Environment D.C. Department of Energy and Environment local
governmentagency:nasa,GovernmentAgency,"{'name': 'NASA', 'ticker': None, 'headquarters': None, 'country': 'USA', 'government_level': 'federal', 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['NASA'],article_id,GovernmentAgency NASA NASA USA federal
project:international_space_station_solar_wings,Project,"{'name': 'International Space Station Solar Wings', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","[""international space station's giant solar wings"", 'solar wings', 'solar panels']",article_id,Project International Space Station Solar Wings international space station's giant solar wings solar wings solar panels
policy:solar_investment_tax_credit,Policy,"{'name': 'Solar Investment Tax Credit', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'tax_credit', 'jurisdiction': 'United States', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['solar investment tax credit'],article_id,Policy Solar Investment Tax Credit solar investment tax credit tax_credit United States
policy:paris_climate_agreement,Policy,"{'name': 'Paris Climate Agreement', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': 'legislation', 'jurisdiction': 'global', 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['climate agreement in Paris'],article_id,Policy Paris Climate Agreement climate agreement in Paris legislation global
project:solar_facilities_in_north_carolina,Project,"{'name': 'solar facilities in North Carolina', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': 'North Carolina', 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['solar facilities in North Carolina'],article_id,Project solar facilities in North Carolina solar facilities in North Carolina North Carolina
project:solarstrong,Project,"{'name': 'SolarStrong', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': 'dozens of states', 'time_period': 'five-year', 'location_type': None, 'role_in_solar_energy_space': None}",['SolarStrong'],article_id,Project SolarStrong SolarStrong dozens of states five-year
governmentagency:us_department_of_defense,GovernmentAgency,"{'name': 'U.S. Department of Defense', 'ticker': None, 'headquarters': None, 'country': 'USA', 'government_level': 'federal', 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['U.S. Department of Defense', 'Defense Department']",article_id,GovernmentAgency U.S. Department of Defense U.S. Department of Defense Defense Department USA federal
technology:solar_laminates,Technology,"{'name': 'solar laminates', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}",['solar laminates'],article_id,Technology solar laminates solar laminates
person:mark_morelli,Person,"{'name': 'Mark Morelli', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': None, 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': 'Chief Executive'}",['Mark Morelli'],article_id,Person Mark Morelli Mark Morelli Chief Executive
organization:massachusetts_institute_of_technology,Organization,"{'name': 'Massachusetts Institute of Technology', 'ticker': None, 'headquarters': None, 'country': None, 'government_level': None, 'organization_type': 'university', 'policy_type': None, 'jurisdiction': None, 'enactment_year': None, 'capacity': None, 'location': None, 'time_period': None, 'location_type': None, 'role_in_solar_energy_space': None}","['Massachusetts Institute of Technology', 'MIT']",article_id,Organization Massachusetts Institute of Technology Massachusetts Institute of Technology MIT university
